id,card_data
9741,"{""card_name"": ""Final Gesture"", ""card_icon"": ""Normal Spell""}"
9742,"{""card_name"": ""Madolche Ticket"", ""card_icon"": ""Continuous Spell""}"
9743,"{""card_name"": ""Lemuria, The Forgotten City"", ""card_icon"": ""Field Spell""}"
9744,"{""card_name"": ""Abyss-Scale Of The Kraken"", ""card_icon"": ""Equip Spell""}"
9745,"{""card_name"": ""Advanced Heraldry Art"", ""card_icon"": ""Normal Spell""}"
9746,"{""card_name"": ""Gravity Blaster"", ""card_icon"": ""Equip Spell""}"
9747,"{""card_name"": ""Different Dimension Deepsea Trench"", ""card_icon"": ""Continuous Spell""}"
9748,"{""card_name"": ""One-Shot Wand"", ""card_icon"": ""Equip Spell""}"
9749,"{""card_name"": ""Tannhauser Gate"", ""card_icon"": ""Normal Spell""}"
9750,"{""card_name"": ""Snowdust Giant"", ""card_attribute"": ""Water"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2200"", ""card_def"": ""800""}"
9751,"{""card_name"": ""Mermail Abyssgaios"", ""card_attribute"": ""Water"", ""card_rank"": ""Rank 7"", ""card_atk"": ""2800"", ""card_def"": ""1600""}"
9752,"{""card_name"": ""Number 8: Heraldic King Genom-Heritage"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2400"", ""card_def"": ""1800""}"
9753,"{""card_name"": ""One-Eyed Skill Gainer"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2500"", ""card_def"": ""2600""}"
9754,"{""card_name"": ""Heroic Champion - Kusanagi"", ""card_attribute"": ""Earth"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2500"", ""card_def"": ""2400""}"
9755,"{""card_name"": ""Missing Force"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1000""}"
9756,"{""card_name"": ""Backup Warrior"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 5"", ""card_atk"": ""2100"", ""card_def"": ""0""}"
9757,"{""card_name"": ""Puny Penguin"", ""card_attribute"": ""Water"", ""card_level"": ""Level 1"", ""card_atk"": ""400"", ""card_def"": ""200""}"
9758,"{""card_name"": ""Fool Of Prophecy"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1600"", ""card_def"": ""900""}"
9759,"{""card_name"": ""Mermail Abyssleed"", ""card_attribute"": ""Water"", ""card_level"": ""Level 7"", ""card_atk"": ""2700"", ""card_def"": ""1000""}"
9760,"{""card_name"": ""Mermail Abyssnose"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1500""}"
9761,"{""card_name"": ""Mermail Abyssdine"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""200""}"
9762,"{""card_name"": ""Hazy Flame Sphynx"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""1900"", ""card_def"": ""1900""}"
9763,"{""card_name"": ""Hazy Flame Peryton"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""1600"", ""card_def"": ""1700""}"
9764,"{""card_name"": ""Hazy Flame Cerbereus"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""2000"", ""card_def"": ""200""}"
9765,"{""card_name"": ""Hazy Flame Griffin"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""200"", ""card_def"": ""2100""}"
9766,"{""card_name"": ""Brotherhood Of The Fire Fist - Swallow"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""800""}"
9767,"{""card_name"": ""Orbital 7"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""500"", ""card_def"": ""2000""}"
9768,"{""card_name"": ""Garbage Lord"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""0"", ""card_def"": ""2400""}"
9769,"{""card_name"": ""Garbage Ogre"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""1300""}"
9770,"{""card_name"": ""Heraldic Beast Leo"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""2000"", ""card_def"": ""1000""}"
9771,"{""card_name"": ""Heraldic Beast Unicorn"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1100"", ""card_def"": ""1600""}"
9772,"{""card_name"": ""Heraldic Beast Eale"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1800""}"
9773,"{""card_name"": ""Heraldic Beast Twin-Headed Eagle"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1400""}"
9774,"{""card_name"": ""Heraldic Beast Basilisk"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1400""}"
9775,"{""card_name"": ""Hyper-Ancient Shark Megalodon"", ""card_attribute"": ""Water"", ""card_level"": ""Level 8"", ""card_atk"": ""2900"", ""card_def"": ""1300""}"
9776,"{""card_name"": ""Double Shark"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1600""}"
9777,"{""card_name"": ""Xyz Remora"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""800"", ""card_def"": ""800""}"
9778,"{""card_name"": ""Spear Shark"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1400""}"
9779,"{""card_name"": ""Gagaga Clerk"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""400"", ""card_def"": ""800""}"
9780,"{""card_name"": ""Zw - Ultimate Shield"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""0"", ""card_def"": ""2000""}"
9781,"{""card_name"": ""Zw - Tornado Bringer"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 5"", ""card_atk"": ""1300"", ""card_def"": ""1800""}"
9782,"{""card_name"": ""Zw - Lightning Blade"", ""card_attribute"": ""Light"", ""card_level"": ""Level 5"", ""card_atk"": ""1200"", ""card_def"": ""2000""}"
9783,"{""card_name"": ""Bacon Saver"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 2"", ""card_atk"": ""700"", ""card_def"": ""600""}"
9784,"{""card_name"": ""Amarylease"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 1"", ""card_atk"": ""100"", ""card_def"": ""200""}"
9785,"{""card_name"": ""Gogogo Ghost"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1900"", ""card_def"": ""0""}"
9786,"{""card_name"": ""House Duston"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""1000""}"
9787,"{""card_name"": ""Dododo Bot"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1900""}"
9788,"{""card_name"": ""Metallizing Parasite - Soltite"", ""card_attribute"": ""Water"", ""card_level"": ""Level 7"", ""card_atk"": ""1000"", ""card_def"": ""500""}"
9789,"{""card_name"": ""Mecha Sea Dragon Plesion"", ""card_attribute"": ""Water"", ""card_level"": ""Level 5"", ""card_atk"": ""2300"", ""card_def"": ""1800""}"
9790,"{""card_name"": ""Snowman Creator"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1000""}"
9791,"{""card_name"": ""Abyss Warrior"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1300""}"
9792,"{""card_name"": ""Madolche Marmalmaide"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""800"", ""card_def"": ""2000""}"
9793,"{""card_name"": ""Madolche Cruffssant"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1500"", ""card_def"": ""1200""}"
9794,"{""card_name"": ""Hermit Of Prophecy"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""700""}"
9795,"{""card_name"": ""Emperor Of Prophecy"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""2300"", ""card_def"": ""2000""}"
9796,"{""card_name"": ""Stoic Of Prophecy"", ""card_attribute"": ""Water"", ""card_level"": ""Level 1"", ""card_atk"": ""300"", ""card_def"": ""200""}"
9797,"{""card_name"": ""Mermail Abysslung"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1800""}"
9798,"{""card_name"": ""Mermail Abysshilde"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""1300"", ""card_def"": ""400""}"
9799,"{""card_name"": ""Mermail Abyssturge"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""1100""}"
9800,"{""card_name"": ""Mermail Abysslinde"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""1500"", ""card_def"": ""1200""}"
9801,"{""card_name"": ""Heraldic Beast Berners Falcon"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1600""}"
9802,"{""card_name"": ""Heroic Challenger - Night Watchman"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""300""}"
9803,"{""card_name"": ""Heraldic Beast Aberconway"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""900""}"
9804,"{""card_name"": ""Heroic Challenger - Extra Sword"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
9805,"{""card_name"": ""Tripod Fish"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""300"", ""card_def"": ""1300""}"
9806,"{""card_name"": ""Grandram"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""0"", ""card_def"": ""1400""}"
9807,"{""card_name"": ""Deep Sweeper"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1300""}"
9808,"{""card_name"": ""Mogmole"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""800"", ""card_def"": ""800""}"
9809,"{""card_name"": ""Achacha Chanbara"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 3"", ""card_atk"": ""1400"", ""card_def"": ""400""}"
9810,"{""card_name"": ""Bull Blader"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1200""}"
9811,"{""card_name"": ""Gagaga Caesar"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1800"", ""card_def"": ""600""}"
9812,"{""card_name"": ""Spirit Converter"", ""card_icon"": ""Continuous Spell""}"
9813,"{""card_name"": ""Number 91: Thunder Spark Dragon"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2400"", ""card_def"": ""2000""}"
9814,"{""card_name"": ""Mahunder"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1400"", ""card_def"": ""700""}"
9815,"{""card_name"": ""Sishunder"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""900"", ""card_def"": ""400""}"
9816,"{""card_name"": ""Pahunder"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1300"", ""card_def"": ""600""}"
9817,"{""card_name"": ""Ninjitsu Art Of Shadow Sealing"", ""card_icon"": ""Continuous Trap""}"
9818,"{""card_name"": ""Eco, Mystical Spirit Of The Forest"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""1000""}"
9819,"{""card_name"": ""Lightray Madoor"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""1200"", ""card_def"": ""3000""}"
9820,"{""card_name"": ""Lucky Punch"", ""card_icon"": ""Continuous Trap""}"
9821,"{""card_name"": ""Blue Dragon Ninja"", ""card_attribute"": ""Water"", ""card_level"": ""Level 5"", ""card_atk"": ""2100"", ""card_def"": ""1200""}"
9822,"{""card_name"": ""Rebound"", ""card_icon"": ""Counter Trap""}"
9823,"{""card_name"": ""Compulsory Escape Device"", ""card_icon"": ""Normal Trap""}"
9824,"{""card_name"": ""Xyz Soul"", ""card_icon"": ""Normal Trap""}"
9825,"{""card_name"": ""Madolche Tea Break"", ""card_icon"": ""Counter Trap""}"
9826,"{""card_name"": ""Stonehenge Methods"", ""card_icon"": ""Normal Trap""}"
9827,"{""card_name"": ""Madolche Waltz"", ""card_icon"": ""Continuous Trap""}"
9828,"{""card_name"": ""Madolche Lesson"", ""card_icon"": ""Normal Trap""}"
9829,"{""card_name"": ""Heroic Retribution Sword"", ""card_icon"": ""Normal Trap""}"
9830,"{""card_name"": ""Gagagarush"", ""card_icon"": ""Normal Trap""}"
9831,"{""card_name"": ""Cold Feet"", ""card_icon"": ""Quick-Play Spell""}"
9832,"{""card_name"": ""Catapult Zone"", ""card_icon"": ""Field Spell""}"
9833,"{""card_name"": ""Spellbook Of Life"", ""card_icon"": ""Equip Spell""}"
9834,"{""card_name"": ""Heroic Chance"", ""card_icon"": ""Normal Spell""}"
9835,"{""card_name"": ""Sword Breaker"", ""card_attribute"": ""Earth"", ""card_rank"": ""Rank 6"", ""card_atk"": ""2700"", ""card_def"": ""1000""}"
9836,"{""card_name"": ""Fairy King Albverdich"", ""card_attribute"": ""Earth"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2300"", ""card_def"": ""1400""}"
9837,"{""card_name"": ""Generation Force"", ""card_icon"": ""Normal Spell""}"
9838,"{""card_name"": ""Chronomaly Pyramid Eye Tablet"", ""card_icon"": ""Continuous Spell""}"
9839,"{""card_name"": ""Chronomaly Technology"", ""card_icon"": ""Normal Spell""}"
9840,"{""card_name"": ""Galaxy Queen'S Light"", ""card_icon"": ""Normal Spell""}"
9841,"{""card_name"": ""Soul Of Silvermountain"", ""card_attribute"": ""Earth"", ""card_rank"": ""Rank 3"", ""card_atk"": ""1800"", ""card_def"": ""2200""}"
9842,"{""card_name"": ""Alchemic Magician"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 4"", ""card_atk"": ""1500"", ""card_def"": ""1500""}"
9843,"{""card_name"": ""Hierophant Of Prophecy"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 7"", ""card_atk"": ""2800"", ""card_def"": ""2600""}"
9844,"{""card_name"": ""Silver Sentinel"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1300""}"
9845,"{""card_name"": ""Number 33: Chronomaly Machu Mech"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 5"", ""card_atk"": ""2400"", ""card_def"": ""1500""}"
9846,"{""card_name"": ""Three Thousand Needles"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""1800""}"
9847,"{""card_name"": ""Dust Knight"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1400"", ""card_def"": ""1200""}"
9848,"{""card_name"": ""Little Trooper"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 1"", ""card_atk"": ""900"", ""card_def"": ""500""}"
9849,"{""card_name"": ""Chronomaly Crystal Chrononaut"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 3"", ""card_atk"": ""2100"", ""card_def"": ""1000""}"
9850,"{""card_name"": ""Uniflora, Mystical Beast Of The Forest"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 1"", ""card_atk"": ""700"", ""card_def"": ""500""}"
9851,"{""card_name"": ""Madolche Butlerusk"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""800""}"
9852,"{""card_name"": ""Madolche Baaple"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""0"", ""card_def"": ""1800""}"
9853,"{""card_name"": ""Temperance Of Prophecy"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
9854,"{""card_name"": ""Madolche Chouxvalier"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""1300""}"
9855,"{""card_name"": ""Strength Of Prophecy"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1400""}"
9856,"{""card_name"": ""Madolche Mewfeuille"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""500"", ""card_def"": ""300""}"
9857,"{""card_name"": ""Charioteer Of Prophecy"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1300""}"
9858,"{""card_name"": ""Amores Of Prophecy"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""600"", ""card_def"": ""2000""}"
9859,"{""card_name"": ""Chronomaly Crystal Bones"", ""card_attribute"": ""Light"", ""card_level"": ""Level 3"", ""card_atk"": ""1300"", ""card_def"": ""400""}"
9860,"{""card_name"": ""Chronomaly Colossal Head"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""800"", ""card_def"": ""1600""}"
9861,"{""card_name"": ""Chronomaly Crystal Skull"", ""card_attribute"": ""Light"", ""card_level"": ""Level 3"", ""card_atk"": ""900"", ""card_def"": ""600""}"
9862,"{""card_name"": ""Chronomaly Moai"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 5"", ""card_atk"": ""1800"", ""card_def"": ""1600""}"
9863,"{""card_name"": ""Chronomaly Golden Jet"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1300"", ""card_def"": ""1400""}"
9864,"{""card_name"": ""Chronomaly Mayan Machine"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1500"", ""card_def"": ""700""}"
9865,"{""card_name"": ""Heroic Challenger - Double Lance"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""900""}"
9866,"{""card_name"": ""Heroic Challenger - Swordshield"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""0"", ""card_def"": ""2000""}"
9867,"{""card_name"": ""Heroic Challenger - War Hammer"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 6"", ""card_atk"": ""2100"", ""card_def"": ""1300""}"
9868,"{""card_name"": ""Heroic Challenger - Spartan"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1000""}"
9869,"{""card_name"": ""Damage Mage"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""600"", ""card_def"": ""1200""}"
9870,"{""card_name"": ""Zw - Phoenix Bow"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 3"", ""card_atk"": ""1100"", ""card_def"": ""0""}"
9871,"{""card_name"": ""Photon Caesar"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""2000"", ""card_def"": ""2800""}"
9872,"{""card_name"": ""Buten"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""200"", ""card_def"": ""300""}"
9873,"{""card_name"": ""Influence Dragon"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 3"", ""card_atk"": ""300"", ""card_def"": ""900""}"
9874,"{""card_name"": ""Xyz Wrath"", ""card_icon"": ""Continuous Trap""}"
9875,"{""card_name"": ""Number 7: Lucky Straight"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 7"", ""card_atk"": ""700"", ""card_def"": ""700""}"
9876,"{""card_name"": ""Hieratic Seal From The Ashes"", ""card_icon"": ""Continuous Trap""}"
9877,"{""card_name"": ""Draconnection"", ""card_icon"": ""Normal Spell""}"
9878,"{""card_name"": ""Trial And Tribulation"", ""card_icon"": ""Normal Spell""}"
9879,"{""card_name"": ""Tardy Orc"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""2200"", ""card_def"": ""0""}"
9880,"{""card_name"": ""Evoltile Elginero"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 2"", ""card_atk"": ""0"", ""card_def"": ""0""}"
9881,"{""card_name"": ""Hieratic Seal Of The Dragon King"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""0"", ""card_def"": ""0""}"
9882,"{""card_name"": ""Sealing Ceremony Of Raiton"", ""card_icon"": ""Continuous Trap""}"
9883,"{""card_name"": ""Double Payback"", ""card_icon"": ""Continuous Trap""}"
9884,"{""card_name"": ""Aquamirror Cycle"", ""card_icon"": ""Normal Trap""}"
9885,"{""card_name"": ""Return"", ""card_icon"": ""Normal Trap""}"
9886,"{""card_name"": ""Dimension Slice"", ""card_icon"": ""Normal Trap""}"
9887,"{""card_name"": ""Inzektor Gauntlet"", ""card_icon"": ""Normal Trap""}"
9888,"{""card_name"": ""Zekt Conversion"", ""card_icon"": ""Normal Trap""}"
9889,"{""card_name"": ""Hieratic Seal Of Reflection"", ""card_icon"": ""Counter Trap""}"
9890,"{""card_name"": ""Hieratic Seal Of Banishment"", ""card_icon"": ""Normal Trap""}"
9891,"{""card_name"": ""Bounzer Guard"", ""card_icon"": ""Normal Trap""}"
9892,"{""card_name"": ""Butterflyoke"", ""card_icon"": ""Normal Trap""}"
9893,"{""card_name"": ""Commander Of Swords"", ""card_icon"": ""Normal Trap""}"
9894,"{""card_name"": ""Gamushara"", ""card_icon"": ""Normal Trap""}"
9895,"{""card_name"": ""Constellar Belt"", ""card_icon"": ""Continuous Spell""}"
9896,"{""card_name"": ""Nitwit Outwit"", ""card_icon"": ""Normal Trap""}"
9897,"{""card_name"": ""That Wacky Magic!"", ""card_icon"": ""Normal Spell""}"
9898,"{""card_name"": ""Inzektor Crossbow - Zektarrow"", ""card_icon"": ""Equip Spell""}"
9899,"{""card_name"": ""Final Inzektion"", ""card_icon"": ""Normal Spell""}"
9900,"{""card_name"": ""Evo-Price"", ""card_icon"": ""Continuous Spell""}"
9901,"{""card_name"": ""Hieratic Seal Of Supremacy"", ""card_icon"": ""Normal Spell""}"
9902,"{""card_name"": ""Hieratic Seal Of Convocation"", ""card_icon"": ""Normal Spell""}"
9903,"{""card_name"": ""Falling Current"", ""card_icon"": ""Normal Spell""}"
9904,"{""card_name"": ""Mini-Guts"", ""card_icon"": ""Normal Spell""}"
9905,"{""card_name"": ""Bound Wand"", ""card_icon"": ""Equip Spell""}"
9906,"{""card_name"": ""Inzektor Exa-Stag"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 5"", ""card_atk"": ""800"", ""card_def"": ""800""}"
9907,"{""card_name"": ""Queen Dragun Djinn"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2200"", ""card_def"": ""1200""}"
9908,"{""card_name"": ""Number 25: Force Focus"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 6"", ""card_atk"": ""2800"", ""card_def"": ""2400""}"
9909,"{""card_name"": ""Neo Galaxy-Eyes Photon Dragon"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 8"", ""card_atk"": ""4500"", ""card_def"": ""3000""}"
9910,"{""card_name"": ""Nomadic Force"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""1000""}"
9911,"{""card_name"": ""Lightray Sorcerer"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""2300"", ""card_def"": ""2000""}"
9912,"{""card_name"": ""Inzektor Giga-Cricket"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""1300""}"
9913,"{""card_name"": ""Inzektor Earwig"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
9914,"{""card_name"": ""Inzektor Ladybug"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 2"", ""card_atk"": ""500"", ""card_def"": ""100""}"
9915,"{""card_name"": ""Inzektor Firefly"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""100"", ""card_def"": ""100""}"
9916,"{""card_name"": ""Evolsaur Darwino"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 5"", ""card_atk"": ""2200"", ""card_def"": ""700""}"
9917,"{""card_name"": ""Hieratic Dragon Of Sutekh"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""2800"", ""card_def"": ""2000""}"
9918,"{""card_name"": ""Evoltile Lagosucho"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""500""}"
9919,"{""card_name"": ""Hieratic Dragon Of Su"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""2200"", ""card_def"": ""1000""}"
9920,"{""card_name"": ""Hieratic Dragon Of Asar"", ""card_attribute"": ""Light"", ""card_level"": ""Level 7"", ""card_atk"": ""2600"", ""card_def"": ""700""}"
9921,"{""card_name"": ""Hieratic Dragon Of Nebthet"", ""card_attribute"": ""Light"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""1600""}"
9922,"{""card_name"": ""Hieratic Dragon Of Eset"", ""card_attribute"": ""Light"", ""card_level"": ""Level 5"", ""card_atk"": ""1900"", ""card_def"": ""1200""}"
9923,"{""card_name"": ""Hieratic Dragon Of Nuit"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""900""}"
9924,"{""card_name"": ""Hieratic Dragon Of Gebeb"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""400""}"
9925,"{""card_name"": ""Cameraclops"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1400"", ""card_def"": ""1600""}"
9926,"{""card_name"": ""Moonlit Papillon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1600""}"
9927,"{""card_name"": ""Morpho Butterspy"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1600""}"
9928,"{""card_name"": ""Rocket Arrow Express"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 10"", ""card_atk"": ""5000"", ""card_def"": ""0""}"
9929,"{""card_name"": ""Swallowtail Butterspy"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1200""}"
9930,"{""card_name"": ""Phantom Bounzer"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""2400"", ""card_def"": ""1200""}"
9931,"{""card_name"": ""Hammer Bounzer"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 6"", ""card_atk"": ""2300"", ""card_def"": ""2000""}"
9932,"{""card_name"": ""Blade Bounzer"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1400""}"
